id,theta_x,theta_y
252,-0.5347895856833856,-0.6224253518878213
253,-0.4401495354051996,-0.5188133616891352
254,-0.3798832094079324,-0.455000674222096
255,-0.2069538411191249,-0.25597061976617175
256,-0.07111443844783813,-0.09119870604527279
257,-0.0006361046853473773,0.0946931539915922
258,-0.018845837416640913,0.26354512266386165
259,4.219801945647175e-05,0.4454062424398129
260,0.0490550711823311,0.601539587467055
261,0.038868924358758154,0.6917787534031757
262,0.05296364181449171,0.7703836849472542
263,0.013304627785277688,0.8217587228638811
264,-0.006759182008820795,0.8460314617943921
265,0.06959950606895654,0.8746534175420349
266,0.12000418692761793,0.892811001728057
267,0.09679992919196125,0.8980007600714988
268,0.12715164519109085,0.9245832710336174
269,0.09771831980522803,0.9387866758987589
270,0.08782706812282569,0.9491149341201167
271,0.07771614545044986,0.96801406221265
272,0.1344605405121586,1.0010142049383397
273,0.18513576265391454,1.0232476325666613
274,0.2502010697563044,1.0348795408987939
275,0.25528464943578943,1.053061069410898
276,0.31377592873493415,1.054666816423303
277,0.3403375629215552,1.0454692480888226
278,0.4075942823565648,1.0503652637014946
279,0.4682664553250723,1.0505119970902197
280,0.5095802320220922,1.0461973470332835
281,0.5271470585460868,1.0411124965923366
282,0.5558755607029542,1.040493448076199
283,0.5516595561203669,1.0404884418755025
284,0.5789949717317406,1.0410404641701239
285,0.5824520560088186,1.0422554445459573
286,0.5808674878456939,1.0428100579090671
287,0.5794662684347829,1.0413423869296357
288,0.5701407918363024,1.0313357007037838
289,0.563357267475416,1.0218918856231127
290,0.5720606352819034,0.9858543603238153
291,0.5737903482400227,0.91433934062452
292,0.5730203487718746,0.8022181415300071
293,0.574051326672388,0.6545795387979197
294,0.5707101446582625,0.50233608567384
295,0.5684215511509114,0.27840621243895897
296,0.5107863896252283,0.05198541075369935
297,0.4060009754356265,-0.10210619088609747
298,0.25511285718209564,-0.2882521208549076
299,0.1768129677644529,-0.42101531858844005
300,0.06497651697897944,-0.5436874874230789
301,-0.007387298828138027,-0.6092245396015121
302,-0.08068141876456111,-0.7090326118351034
303,-0.14800149853986333,-0.7890225009302329
304,-0.22433332513350673,-0.8838682800396764
305,-0.27162742988116956,-0.9397759918567906
306,-0.36440744695551297,-1.034000075611839
307,-0.461727259136977,-1.079744581470315
308,-0.5972831433057391,-1.0731518502483073
309,-0.7216316602181234,-1.1176793314539657
310,-0.7442004422960428,-1.1405994238160346
311,-0.7445482976576723,-1.1345766048243622
312,-0.761268377290883,-1.1297335304726763
313,-0.7556842646440562,-1.1525605878856244
314,-0.811125409964102,-1.1608997702902624
315,-0.8949828889367453,-1.1787005393857233
316,-0.9609006292405555,-1.164234645468966
317,-1.0222702793661396,-1.1567709583685866
318,-1.0421202794258417,-1.1560371259089575
319,-1.0824092525647764,-1.130918803895459
320,-1.0977469824412718,-1.142840074396042
321,-1.09249828732546,-1.149407402774912
322,-1.0898906351094697,-1.1700575619722473
323,-1.0770718824978158,-1.158585296057411
324,-1.0976796275856047,-1.1742102401810162
325,-1.1024782336221244,-1.1702790678023116
326,-1.1156434290338921,-1.1614983217297457
327,-1.1337640504678674,-1.1579916130249985
328,-1.1219717794809154,-1.1702037805531198
329,-1.127692680419635,-1.1830809518845145
330,-1.151418541906792,-1.2047492864413905
331,-1.1548152167954766,-1.2204391169451976
332,-1.1739963144475631,-1.2392745562664722
333,-1.18643886981934,-1.240733332726823
334,-1.2299626467422193,-1.2478980509282986
335,-1.2548875649261721,-1.2481274535989648
336,-1.3187696893256922,-1.249580255335922
337,-1.32479619417529,-1.2549475444749991
338,-1.3549264607265055,-1.2554398943475102
339,-1.3398827204946362,-1.2517371898126906
340,-1.3418281632389373,-1.2484661663262726
341,-1.3361015868299118,-1.2337893721064108
342,-1.3291628112122842,-1.21242760050327
343,-1.3261365616106868,-1.1909319787474602
344,-1.3329895816673831,-1.1640845032941622
345,-1.3248714428919024,-1.142918531499227
346,-1.3112311658545628,-1.141683759515119
347,-1.2580598452942051,-1.1392290246399794
348,-1.192705362973538,-1.1219398882888927
349,-1.1352885429326134,-1.1063753878653297
350,-1.0948352149077796,-1.1050624730824703
351,-1.0420817159537819,-1.1025664419384893
352,-0.9733707526172185,-1.0623261423927606
353,-0.9770951168885408,-1.0111104654963587
354,-0.9631507424830947,-0.9697280883392683
355,-0.9201194395698802,-0.874461495576259
356,-0.8541055983103866,-0.6379017763951108
357,-0.703420273068336,-0.5495647665344934
358,-0.4843004622605421,-0.4510993227695414
359,-0.15673607895291625,-0.40437750925657173
360,0.009922383887440437,-0.23397779886752956
361,0.1436132551539411,-0.015507105770704827
362,0.24230571319119656,0.13446794401442017
363,0.3368142609035288,0.3013210083828901
364,0.39867991988014817,0.3437980564548644
365,0.47570672454631535,0.38586621625002887
366,0.5625011666334627,0.4814075425506289
367,0.5860440570240253,0.5778976028048196
368,0.6003302912071786,0.5801905883975854
369,0.6237941141082585,0.6051016471286079
370,0.6571560387364686,0.5731454633201334
371,0.6994713409864781,0.6021913328349587
372,0.7146091307793428,0.6001676660870147
373,0.7706983516575869,0.621893551965883
374,0.8177773300166831,0.6173947798380054
375,0.8732185425230565,0.6444493450646651
376,0.9096607481567351,0.7159832312745693
377,0.9427324422106788,0.7362036209435036
378,0.9290401291451853,0.749974128593791
379,0.9330620217905069,0.7179327773862981
380,0.9221916543240611,0.716277523160622
381,0.881475924010482,0.729538950245604
382,0.8801388898742574,0.7092964265130732
383,0.9043586169846838,0.6998159080386096
384,0.8961843872875609,0.700127645427732
385,0.9128203269925116,0.7094700337105763
386,0.9235778032310634,0.7275110679804373
387,0.9355457974137893,0.7335580111089893
388,0.9398896709258772,0.7346162499670901
389,0.9343837605757258,0.7353229514414991
390,0.9163686631552779,0.7371665369443067
391,0.9131255578218871,0.7368394307473235
392,0.9199436959257188,0.7248956794232673
393,0.9219704002387752,0.7047472799338741
394,0.9147190437714201,0.6576788237970961
395,0.9103640768316836,0.6046838527573961
396,0.9074312196076619,0.5434839562162439
397,0.8920020099488248,0.45638556926033946
398,0.8863381491630324,0.3101906618201968
399,0.8769087988416943,0.17432217308622114
400,0.8383606825640063,0.05321861581570228
401,0.7967372698776516,-0.037702855966073076
402,0.7121789985131606,-0.19329041082319337
403,0.6535946920476629,-0.340273465470355
404,0.5927263883644188,-0.5091211683659274
405,0.47361684408814053,-0.5712052205264313
406,0.3786341415536984,-0.6399582469359826
407,0.23824170253587656,-0.7470325294971193
408,0.18023102110658606,-0.7687291749268776
409,0.12541568526024266,-0.8420196532135843
410,0.09274425085994412,-0.8679018093668655
411,0.021074337196540057,-0.908259794165557
412,-0.028669499396986976,-0.9561865038025344
413,-0.1326529510980208,-1.0104331590896913
414,-0.24570172245541422,-1.0605867957449182
415,-0.37087947390115605,-1.0468154159663758
416,-0.5328948525986119,-1.0679780862602553
417,-0.6123898348559913,-1.083821180726719
418,-0.7276817784608087,-1.1004484705698456
419,-0.7669376855608215,-1.1123089127135528
420,-0.8266529527296108,-1.1239312183890402
421,-0.8786520054163487,-1.1468358284924267
422,-0.9942410547103302,-1.1440071695962875
423,-1.0555557138133715,-1.1516645215424302
424,-1.0744679316172858,-1.1381784138322784
425,-1.0809673389031167,-1.1283022005032601
426,-1.050543481828048,-1.1287608730917054
427,-1.056720830756656,-1.150535799303538
428,-1.0528043114788623,-1.1745856469892573
429,-1.0085756128375813,-1.1907391575506405
430,-1.0194049320827188,-1.221079136639157
431,-1.0145539350304873,-1.2182640507255924
432,-1.021847061302231,-1.2507876079534788
433,-1.016680305835748,-1.2660417076087769
434,-1.0913418679449973,-1.2927939366732135
435,-1.1469843366889154,-1.2918163530097373
436,-1.209360062518445,-1.28840785840974
437,-1.2781054816079471,-1.2867237386673798
438,-1.2670575295924242,-1.2862958468684578
439,-1.3320699538849747,-1.2885270258622383
440,-1.3843804350961104,-1.2823455932281058
441,-1.4070032096873981,-1.2758514700714332
442,-1.4279096908798592,-1.2641731215554786
443,-1.4081445965716575,-1.2359889385714276
444,-1.375993635261063,-1.2117029255542169
445,-1.344463877430523,-1.1769896208441133
446,-1.3057708770239345,-1.1208035533902927
447,-1.220712419752395,-1.0931309935656488
448,-1.111251225808597,-1.0687359676710984
449,-1.0524239439777876,-1.0639910053001067
450,-0.9664599039253038,
